year,quarter,station,temperature_mean,temperature_std,depth_mean,depth_std,oceanic,coastal_oceanic_fished,coastal_fished,coastal_bycatch,coastal_unfished,longitude,latitude
1951,1,090.0 037.0,11.724193548387097,1.7132907404437587,47.875,33.79611544770846,82.0,200.89999999999998,16.4,34.85,0.0,-118.39166599999999,33.183333000000005
1951,1,090.0 045.0,11.370625000000002,1.6227553976632354,43.0625,31.21097563358121,122.76,69.3,7.92,3.96,0.0,-118.933333,32.908333
1951,1,090.0 053.0,11.623846153846157,1.4786347133029891,43.34615384615385,35.21583996748316,14.56,21.84,14.56,7.28,0.0,-119.483333,32.641666
1951,1,090.0 060.0,12.316333333333331,2.006287501887474,45.666666666666664,33.40693024666809,47.58,9.15,1.83,1.83,0.0,-119.95833300000001,32.416666
1951,1,090.0 070.0,12.369285714285713,1.8358667920921925,46.32142857142857,35.72949147198377,0.0,0.0,1.93,0.0,0.0,-120.65,32.075
1951,1,090.0 080.0,14.12111111111111,1.755807958548312,43.666666666666664,32.8067937215101,18.0,1.8,0.0,0.0,0.0,-121.316666,31.75
1951,1,090.0 090.0,15.135806451612904,1.1441788152602377,46.87096774193548,33.57751423744157,1.77,0.0,0.0,0.0,0.0,-121.983333,31.416665999999996
1951,1,090.0 100.0,15.19933333333333,1.3149247607512689,45.1,32.52198195597599,7.48,0.0,0.0,0.0,0.0,-122.66666599999999,31.075
1951,1,090.0 110.0,15.537931034482755,1.326901275556659,43.41379310344828,34.39011199393897,4.02,0.0,0.0,0.0,0.0,-123.33333300000001,30.741666
1951,1,090.0 120.0,16.1015625,1.2328255230004337,43.71052631578947,32.93146683376877,7.88,0.0,0.0,0.0,0.0,-124.00833300000001,30.408333000000002
1951,1,093.3 030.0,11.8315625,1.828274542408594,46.09375,34.209373715401455,391.92,69.92,27.6,11.04,0.0,-117.525,32.833333
1951,1,093.3 040.0,12.071034482758618,1.5165523513821604,43.793103448275865,32.49437238127861,104.52,522.6,0.0,0.0,0.0,-118.20833300000001,32.5
1951,1,093.3 050.0,12.288125,1.7566967489415861,44.46875,34.86285052565544,0.0,1.84,0.0,0.0,0.0,-118.89166599999999,32.166666
1951,1,093.3 060.0,13.306562499999998,2.022725101114192,45.1875,33.404111684332435,2.09,0.0,0.0,0.0,0.0,-119.566666,31.833333000000003
1951,1,093.3 070.0,13.196896551724134,1.6232619352232798,45.10344827586207,35.86716049494918,1.59,0.0,0.0,0.0,0.0,-120.233333,31.483333000000002
1951,1,093.3 080.0,15.079375000000002,1.4436019858494191,46.973684210526315,32.52233065856673,21.669999999999998,1.97,0.0,0.0,0.0,-120.90833300000001,31.166665999999996
1951,1,093.3 090.0,16.176000000000002,0.9189446720803314,42.96666666666667,32.90999568659884,7.52,0.0,0.0,0.0,0.0,-121.58333300000001,30.833333000000003
1951,2,076.7 055.0,10.989655172413793,1.271519009347877,49.275862068965516,33.599422350183495,70.68,279.0,0.0,26.04,0.0,-121.21666599999999,34.908333
1951,2,080.0 055.0,11.144642857142857,1.1873140623018328,47.892857142857146,33.018893901785304,108.0,194.39999999999998,0.0,3.6,0.0,-120.8,34.316666
1951,2,080.0 060.0,11.841666666666669,1.8231816081977636,50.666666666666664,34.52364918343912,38.87,81.11999999999999,0.0,0.0,0.0,-121.15,34.15
1951,2,080.0 070.0,11.804705882352941,1.8882932692217678,50.94117647058823,35.74295487966002,64.22,45.629999999999995,0.0,0.0,0.0,-121.85,33.816666
1951,2,080.0 080.0,12.86388888888889,1.833220049975994,50.22222222222222,34.178692288265616,1.64,231.24,0.0,0.0,0.0,-122.53333300000001,33.483333
1951,2,080.0 090.0,13.912666666666665,1.0189242693481526,45.93333333333333,34.70583867442535,5.88,13.719999999999999,0.0,0.0,0.0,-123.21666599999999,33.15
1951,2,080.0 100.0,13.145882352941175,1.568574427719041,49.588235294117645,35.247444629946955,30.97,143.44,1.63,0.0,0.0,-123.9,32.816666
1951,2,083.3 055.0,11.12516129032258,1.5285567724005586,45.03225806451613,32.40111507440008,433.32,697.0799999999999,0.0,34.54,0.0,-120.40833300000001,33.733333
1951,2,083.3 060.0,10.759,1.0339189625171927,49.25,35.047148693994316,236.79999999999998,787.36,5.92,38.48,0.0,-120.75,33.566666
1951,2,083.3 070.0,12.467272727272729,1.0174148389646456,48.27272727272727,32.234756792235075,49.59,278.72999999999996,0.0,0.0,0.0,-121.433333,33.241665999999995
1951,2,083.3 080.0,13.307272727272727,1.0649233860620289,47.09090909090909,33.79187637718434,146.3,241.3,3.8,0.0,0.0,-122.125,32.908333
1951,2,083.3 090.0,14.01818181818182,0.7040286667717189,46.81818181818182,33.4568922101805,9.540000000000001,419.76,0.0,0.0,0.0,-122.8,32.575
1951,2,086.7 035.0,11.639444444444445,1.9388549447372345,43.94444444444444,34.65879435502324,49.8,99.6,0.0,0.0,0.0,-118.625,33.833333
1951,2,086.7 040.0,11.426818181818183,1.9255212933338997,45.40909090909091,33.98831604692453,227.88000000000002,244.76,8.44,27.43,0.0,-118.975,33.666666
1951,2,086.7 050.0,11.887499999999998,0.8686889285270382,22.5,16.445502286477765,710.1999999999999,68.89999999999999,15.9,318.0,0.0,-119.65833300000001,33.333333
1951,2,086.7 060.0,12.038999999999998,1.8993264734193487,46.85,35.01319300221741,351.49999999999994,1827.8,3.8,76.0,0.0,-120.358333,33.0
1951,2,086.7 070.0,12.873636363636365,1.7015134592321195,48.31818181818182,33.87425819062859,33.440000000000005,1133.44,0.0,0.0,0.0,-121.03333300000001,32.658333
1951,2,086.7 080.0,12.967272727272727,1.722388103541353,47.27272727272727,33.13347008429452,37.38,1365.2600000000002,0.0,1.78,0.0,-121.71666599999999,32.325
1951,2,086.7 090.0,12.622105263157895,1.940058930798433,44.72,33.00823129665286,300.96,1805.7599999999998,0.0,0.0,0.0,-122.4,31.983333000000002
1951,2,090.0 030.0,12.43590909090909,2.6678606690910374,47.86363636363637,33.006405938559446,87.6,102.2,10.219999999999999,36.5,1.46,-117.91666599999999,33.408333
1951,2,090.0 037.0,11.887241379310348,2.4963371689504883,49.55172413793103,33.79199631241583,81.07000000000001,61.71,0.0,10.89,0.0,-118.39166599999999,33.183333000000005
1951,2,090.0 045.0,11.292,2.2880875453934486,50.55,33.70532180455659,857.5,1472.5,0.0,35.0,0.0,-118.933333,32.908333
1951,2,090.0 053.0,11.97,1.690682448852281,47.724137931034484,33.61748753223976,91.02000000000001,664.2,4.92,0.0,0.0,-119.483333,32.641666
1951,2,090.0 060.0,13.310322580645158,1.475051375084876,45.74193548387097,33.13303260286274,18.07,111.19999999999999,0.0,0.0,0.0,-119.95833300000001,32.416666
1951,2,090.0 070.0,14.090000000000002,1.540677772929823,45.19230769230769,33.70936870458328,73.98,446.62,2.74,0.0,0.0,-120.65,32.075
1951,2,090.0 080.0,13.650344827586208,1.6474839751195944,48.55172413793103,34.0163681261332,15.079999999999998,189.07999999999998,0.0,0.0,0.0,-121.316666,31.75
1951,2,090.0 090.0,13.031034482758617,1.9279603301112702,48.0,33.62290885690886,31.68,245.52,0.0,0.0,0.0,-121.983333,31.416665999999996
1951,2,090.0 100.0,13.900740740740742,1.643492823522105,46.81481481481482,34.231156564920205,17.810000000000002,42.47,0.0,0.0,0.0,-122.66666599999999,31.075
1951,2,090.0 110.0,15.273333333333337,1.483365761954831,46.629629629629626,32.496906265695046,37.25,34.27,0.0,0.0,0.0,-123.33333300000001,30.741666
1951,2,090.0 120.0,15.527826086956523,1.004168387372172,45.73913043478261,33.54402452043684,65.6,35.2,0.0,0.0,0.0,-124.01666599999999,30.441665999999998
1951,2,093.3 030.0,12.287407407407409,2.4498941776087957,48.666666666666664,34.72861821433331,45.9,168.3,1.53,3.06,0.0,-117.525,32.833333
1951,2,093.3 040.0,12.024399999999998,2.3459487775027563,46.03225806451613,33.30814101784301,141.0,428.64,1.41,25.38,0.0,-118.20833300000001,32.5
1951,2,093.3 050.0,11.788620689655172,2.018028960817835,47.89655172413793,33.62221292494655,65.88,301.95,10.98,34.77,0.0,-118.85,32.15
1951,2,093.3 060.0,14.03758620689655,1.7301974601852608,46.86206896551724,33.510898161143075,19.47,371.70000000000005,0.0,0.0,0.0,-119.51666599999999,31.808333
1951,2,093.3 070.0,13.601785714285711,1.7423739734890629,46.107142857142854,33.78509345380799,25.200000000000003,514.8,0.0,0.0,0.0,-120.125,31.491666
1951,2,093.3 080.0,14.607241379310347,0.9920501735285501,46.3448275862069,34.19197468712397,26.86,614.62,4.74,0.0,0.0,-120.88333300000001,31.15
1951,2,093.3 090.0,14.739999999999998,1.0294614655687262,45.78260869565217,33.56805370063942,39.82,141.18,0.0,0.0,0.0,-121.58333300000001,30.833333000000003
1951,3,076.7 055.0,12.20190476190476,2.049747835826688,46.310344827586206,32.185959059675895,133.2,79.19999999999999,3.6,0.0,0.0,-121.308333,34.908333
1951,3,080.0 055.0,12.35772727272727,2.3901084490600835,44.70967741935484,34.21811756792698,0.0,30.06,0.0,1.67,0.0,-120.825,34.316666
1951,3,080.0 060.0,12.890689655172412,2.6127488685762184,43.55813953488372,32.79322108054056,8.879999999999999,17.759999999999998,2.96,0.0,0.0,-121.183333,34.141666
1951,3,080.0 070.0,13.049687500000001,2.6293670087942234,43.68181818181818,33.391805656319775,56.099999999999994,115.5,0.0,0.0,0.0,-121.816666,33.808333000000005
1951,3,080.0 080.0,13.746206896551724,2.762128338014913,44.57142857142857,34.156842586374744,32.58,86.88,10.86,0.0,0.0,-122.483333,33.425
1951,3,080.0 090.0,14.415294117647058,2.7906677463625504,45.37931034482759,33.946821640727855,0.0,0.0,0.0,0.0,0.0,-123.191666,33.2
1951,3,080.0 100.0,15.069523809523808,2.88904391830667,44.03333333333333,33.953805670944014,3.22,1.61,0.0,0.0,0.0,-123.9,32.825
1951,3,083.3 055.0,12.608124999999998,2.5545964293145538,47.1764705882353,36.67634676143067,5.66,192.44000000000003,0.0,0.0,0.0,-120.45,33.691666
1951,3,083.3 070.0,,,,,68.16,1171.5,0.0,0.0,0.0,,
1951,3,083.3 080.0,,,,,7.56,109.62,3.78,0.0,0.0,,
1951,3,083.3 090.0,,,,,6.0600000000000005,12.12,0.0,0.0,0.0,,
1951,3,086.7 035.0,,,,,49.28,2488.64,0.0,3.52,0.0,,
1951,3,086.7 040.0,,,,,97.44,180.95999999999998,0.0,0.0,0.0,,
1951,3,086.7 050.0,,,,,0.0,21.12,0.0,0.0,0.0,,
1951,3,086.7 060.0,,,,,14.88,33.480000000000004,0.0,0.0,0.0,,
1951,3,086.7 070.0,,,,,22.1,2.21,0.0,0.0,0.0,,
1951,3,086.7 080.0,,,,,120.27000000000001,10.55,0.0,0.0,0.0,,
1951,3,086.7 090.0,,,,,12.549999999999999,10.04,0.0,0.0,0.0,,
1951,3,090.0 030.0,14.323571428571428,3.644620075468154,46.58620689655172,35.25166383244434,77.49,181.44,1.89,0.0,0.0,-117.91666599999999,33.408333
1951,3,090.0 037.0,13.779999999999998,3.521027063080794,48.0,33.887860610758445,26.400000000000002,40.480000000000004,0.0,0.0,0.0,-118.39166599999999,33.183333000000005
1951,3,090.0 045.0,14.027857142857142,3.249904563264846,40.81818181818182,32.453096357720064,10.02,46.76,0.0,0.0,0.0,-118.933333,32.908333
1951,3,090.0 053.0,12.51913043478261,3.2332110594485965,45.38235294117647,32.77750032612666,1.61,33.81,0.0,0.0,0.0,-119.483333,32.641666
1951,3,090.0 060.0,12.84285714285714,2.943754648161328,43.878787878787875,33.71457175295051,34.980000000000004,139.92,0.0,0.0,0.0,-119.95833300000001,32.416666
1951,3,090.0 070.0,13.376500000000002,2.7212251014261177,44.46875,34.305068162195845,11.620000000000001,1.66,0.0,0.0,0.0,-120.65,32.075
1951,3,090.0 080.0,14.734375,1.7307299760505688,42.625,32.739834134131385,9.1,16.38,0.0,0.0,0.0,-121.308333,31.75
1951,3,090.0 090.0,14.232857142857144,2.3915216545487983,44.81818181818182,33.23887048054598,1.95,0.0,0.0,0.0,0.0,-121.983333,31.416665999999996
1951,3,090.0 100.0,14.2675,2.2054553573657607,45.75,34.4335744968712,25.95,27.68,1.73,0.0,0.0,-122.66666599999999,31.075
1951,3,090.0 110.0,14.134285714285713,1.7207639499444927,54.42857142857143,36.52331284196959,12.67,7.24,0.0,0.0,0.0,-123.33333300000001,30.75
1951,3,093.3 030.0,14.980526315789476,3.730040919769903,45.3448275862069,35.3030511247854,5.25,12.25,0.0,0.0,0.0,-117.525,32.833333
1951,3,093.3 040.0,13.539047619047622,3.2500936982830275,47.064516129032256,33.58266962176669,67.32000000000001,157.07999999999998,7.48,3.74,0.0,-118.20833300000001,32.5
1951,3,093.3 050.0,14.235714285714284,2.75884232768221,45.68181818181818,34.33086403090119,57.459999999999994,74.36,0.0,0.0,0.0,-118.89166599999999,32.166666
1951,3,093.3 060.0,14.51,1.9707168746423223,42.53846153846154,33.17533065551215,7.550000000000001,54.36,0.0,0.0,0.0,-119.525,31.758333
1951,3,093.3 070.0,16.35625,1.268147552253173,44.333333333333336,34.59199416925917,3.0300000000000002,86.86,0.0,0.0,0.0,-120.21666599999999,31.458333000000003
1951,3,093.3 080.0,16.041428571428572,1.3549956408834622,39.285714285714285,31.543847034156848,48.0,86.0,0.0,0.0,0.0,-120.90833300000001,31.166665999999996
1951,3,093.3 090.0,,,,,122.0,32.0,0.0,0.0,0.0,,
1952,2,076.7 055.0,11.200833333333335,1.548496933682205,43.6875,34.120694222034054,104.72,14.280000000000001,9.52,42.839999999999996,0.0,-121.2,34.916666
1952,2,080.0 051.0,10.567,1.360808969926189,34.714285714285715,28.123198354993082,62.48,5.68,0.0,17.04,0.0,-120.54166599999999,34.441666
1952,2,080.0 055.0,10.541304347826088,1.3177367110032618,45.3,33.16224483895233,90.1,79.5,5.3,0.0,0.0,-120.76666599999999,34.283333
1952,2,080.0 060.0,11.083793103448276,1.442377535759977,46.69047619047619,33.865939501279115,67.44,25.290000000000003,11.24,0.0,0.0,-121.13333300000001,34.05
1952,2,080.0 070.0,11.438799999999997,1.7584328249893426,46.6875,33.87399564039001,142.48000000000002,16.439999999999998,0.0,0.0,0.0,-121.85,33.816666
1952,2,080.0 080.0,12.947307692307692,1.533809786622338,45.2,33.278503925648636,530.88,92.43,0.0,0.0,0.0,-122.53333300000001,33.483333
1952,2,080.0 090.0,12.865925925925929,1.8406651374294427,46.285714285714285,33.05127160370458,332.76,146.64000000000001,2.82,0.0,0.0,-123.21666599999999,33.15
1952,2,080.0 100.0,13.307894736842107,2.0077532466454135,45.69565217391305,33.277667617417784,10.52,0.0,0.0,0.0,0.0,-123.9,32.825
1952,2,083.3 055.0,11.385357142857146,1.8572948910093177,43.529411764705884,33.02362358668426,90.72,206.64000000000001,2.52,32.76,0.0,-120.40833300000001,33.733333
1952,2,083.3 060.0,11.578666666666667,1.3259134348748451,42.75,32.18817440347575,45.76,85.8,0.0,28.6,0.0,-120.71666599999999,33.516666
1952,2,083.3 070.0,11.80964285714286,1.3643245028974396,43.73529411764706,32.899579829249745,98.44000000000001,77.04,0.0,47.08,0.0,-121.433333,33.241665999999995
1952,2,083.3 080.0,13.15074074074074,1.2858218740315048,45.27272727272727,31.968023796514935,76.8,40.8,0.0,0.0,0.0,-122.13333300000001,32.9
1952,2,083.3 090.0,13.093999999999996,1.8356016270785278,47.096774193548384,33.348018270665584,99.82000000000001,13.02,2.17,0.0,0.0,-122.866666,32.591666
1952,2,086.7 035.0,11.739655172413794,2.3887526373740693,44.70967741935484,34.11177074304127,410.4,986.0999999999999,13.3,68.39999999999999,0.0,-118.625,33.833333
1952,2,086.7 040.0,11.857999999999999,2.4727683541596313,44.12903225806452,33.381373983589384,21.06,191.88,7.02,30.419999999999998,0.0,-118.975,33.666666
1952,2,086.7 050.0,12.403125,1.7841289891709053,22.11764705882353,16.563824863770055,19.04,8.16,0.0,2.72,0.0,-119.65833300000001,33.333333
1952,2,086.7 060.0,11.924374999999998,1.7166282358157825,43.567567567567565,34.15287570496691,98.6,275.5,0.0,0.0,0.0,-120.33333300000001,32.958333
1952,2,086.7 070.0,12.158399999999999,1.4976027510658494,44.38709677419355,33.97908907877985,45.92,45.92,0.0,0.0,0.0,-121.03333300000001,32.658333
1952,2,086.7 080.0,13.221052631578948,1.5348249800215812,43.310344827586206,31.576554874368263,51.36,109.13999999999999,0.0,0.0,0.0,-121.71666599999999,32.2
1952,2,086.7 090.0,12.127142857142857,1.5878257071197952,47.9375,34.628444473678954,20.64,0.0,0.0,0.0,0.0,-122.39166599999999,32.033333
1952,2,090.0 028.0,11.804545454545456,2.6108669008637686,41.22222222222222,33.09698258769606,58.9,310.0,3.1,12.4,0.0,-117.8,33.458333
1952,2,090.0 030.0,12.467000000000002,2.7914099436815447,44.48148148148148,35.03226026477965,1060.85,2474.5,19.6,73.5,2.45,-117.91666599999999,33.408333
1952,2,090.0 037.0,13.4165,2.443412788014251,43.275862068965516,34.337501938971435,1122.3000000000002,2600.6400000000003,15.48,28.380000000000003,0.0,-118.39166599999999,33.191666
1952,2,090.0 045.0,11.418333333333335,2.1761626910621854,44.44827586206897,34.05519281453957,188.67,609.0400000000001,16.55,13.24,0.0,-118.941666,32.925
1952,2,090.0 053.0,12.194444444444445,1.8083246136954327,45.696969696969695,33.33493367370487,85.58,241.18,0.0,0.0,0.0,-119.5,32.658333
1952,2,090.0 060.0,13.155833333333335,1.6161115885565145,40.56666666666667,32.151241015714696,52.53,142.14,0.0,0.0,0.0,-119.991666,32.425
1952,2,090.0 070.0,13.417916666666668,1.7765158356999675,44.11764705882353,33.24633924334797,138.0,3414.0,0.0,0.0,0.0,-120.65,32.075
1952,2,090.0 080.0,14.504444444444447,1.515921485010997,43.0,33.427823064607566,63.120000000000005,328.75,0.0,0.0,0.0,-121.233333,31.808333
1952,2,090.0 090.0,14.174000000000003,1.3768654013131902,44.8235294117647,33.60417595643777,42.5,2112.5,0.0,0.0,0.0,-121.983333,31.416665999999996
1952,2,090.0 100.0,14.998125,0.9929633679043758,42.36842105263158,34.8826772136349,87.89999999999999,1172.0,0.0,0.0,0.0,-122.66666599999999,31.075
1952,2,093.3 030.0,12.503,2.655572294351317,42.5,34.096627399201815,97.35000000000001,442.5,5.9,14.75,2.95,-117.525,32.833333
1952,2,093.3 040.0,12.027037037037033,2.2411703927512336,45.8125,34.13298234656573,135.96,1001.16,0.0,6.18,0.0,-118.20833300000001,32.5
1952,2,093.3 050.0,12.185599999999997,2.017829031409747,43.266666666666666,33.04326665546807,131.46,410.03,0.0,0.0,0.0,-118.89166599999999,32.166666
1952,2,093.3 060.0,13.40964285714286,1.59937136294663,45.57575757575758,32.970659592119084,77.56,470.9,0.0,0.0,0.0,-119.53333300000001,31.808333
1952,2,093.3 070.0,14.638928571428574,1.2310830500784569,46.84848484848485,34.09648186774665,12.16,188.48000000000002,0.0,0.0,0.0,-120.21666599999999,31.458333000000003
1952,2,093.3 080.0,15.125925925925923,0.8335247643372884,44.3125,32.346348948877996,130.90000000000003,1267.86,0.0,0.0,0.0,-120.88333300000001,31.116666
1952,2,093.3 090.0,14.299999999999997,0.3963163719387167,41.27272727272727,33.00936506233014,107.45,595.58,0.0,0.0,0.0,-121.575,30.85
1952,3,076.7 055.0,10.962424242424246,1.6596253912838106,46.8235294117647,33.45143072379425,64.2,12.84,12.84,12.84,0.0,-121.08333300000001,34.775
1952,3,076.7 060.0,,,,,36.6,12.2,0.0,0.0,0.0,,
1952,3,080.0 051.0,10.985294117647058,1.0714249719827496,28.235294117647058,24.234607000539295,1.69,16.9,0.0,0.0,0.0,-120.54166599999999,34.441666
1952,3,080.0 055.0,10.850000000000001,1.5335283143486749,46.588235294117645,33.23936845027687,0.0,0.0,2.71,5.42,0.0,-120.83333300000001,34.3
1952,3,080.0 060.0,11.815142857142858,1.9872481289588428,44.31428571428572,31.820056039965653,92.47999999999999,34.68,5.78,2.89,0.0,-121.2,34.116665999999995
1952,3,080.0 070.0,13.584000000000007,2.4613263049598224,46.55,31.974308597003475,81.48,69.84,0.0,23.28,0.0,-121.925,33.75
1952,3,080.0 080.0,14.625294117647059,2.6653867026211793,44.88235294117647,33.12946569635863,15.120000000000001,0.0,0.0,0.0,0.0,-122.625,33.4
1952,3,080.0 090.0,15.145833333333334,2.2792121132406367,46.25,32.47625506207794,5.3,10.6,0.0,0.0,0.0,-123.21666599999999,33.15
1952,3,080.0 100.0,15.611,2.153193858690724,45.43333333333333,33.788064953964636,14.1,16.92,0.0,0.0,0.0,-123.858333,32.816666
1952,3,083.3 055.0,,,,,75.3,60.24,5.02,0.0,0.0,,
1952,3,083.3 060.0,,,,,10.56,14.08,3.52,0.0,0.0,,
1952,3,083.3 070.0,,,,,32.339999999999996,94.08,2.94,2.94,0.0,,
1952,3,083.3 080.0,,,,,137.8,10.600000000000001,2.12,0.0,0.0,,
1952,3,083.3 090.0,,,,,16.56,11.04,0.0,0.0,0.0,,
1952,3,086.7 035.0,,,,,62.7,145.35,2.85,5.7,0.0,,
1952,3,086.7 040.0,,,,,19.28,36.15,0.0,2.41,0.0,,
1952,3,086.7 045.0,,,,,26.62,7.26,0.0,0.0,0.0,,
1952,3,086.7 050.0,,,,,4.86,1.62,0.0,0.0,0.0,,
1952,3,086.7 055.0,,,,,261.12,320.96000000000004,16.32,0.0,0.0,,
1952,3,086.7 060.0,,,,,132.4,119.16,0.0,0.0,0.0,,
1952,3,086.7 070.0,,,,,71.5,123.5,0.0,0.0,0.0,,
1952,3,086.7 080.0,,,,,14.4,187.2,0.0,0.0,0.0,,
1952,3,090.0 028.0,12.391428571428571,2.9292657584449175,40.035714285714285,32.56842613563604,69.68,434.16,0.0,0.0,0.0,-117.78333300000001,33.466666
1952,3,090.0 030.0,12.889310344827585,3.4626980923577118,45.48275862068966,33.983841422542454,52.5,12.5,0.0,0.0,0.0,-117.925,33.408333
1952,3,090.0 035.0,,,,,35.400000000000006,8.850000000000001,5.9,0.0,0.0,,
1952,3,090.0 037.0,13.20588235294117,3.9953671031295785,44.3235294117647,33.09464901198351,299.82,1141.42,21.04,47.34,0.0,-118.375,33.158333
1952,3,090.0 045.0,12.385714285714286,3.5120400353760255,50.77142857142857,32.560428630548486,41.76,125.28,0.0,5.22,0.0,-119.01666599999999,32.9
1952,3,090.0 053.0,12.679428571428573,2.9651256722272046,41.542857142857144,31.82335699482643,29.1,165.87,0.0,0.0,0.0,-119.483333,32.641666
1952,3,090.0 060.0,14.001052631578949,2.527763448428097,42.64102564102564,31.485574959008215,31.57,292.74,0.0,0.0,0.0,-119.95,32.383333
1952,3,090.0 070.0,14.743529411764705,2.255006392993615,43.588235294117645,32.36263993338786,18.96,50.56,0.0,0.0,0.0,-120.65833300000001,32.016666
1952,3,090.0 080.0,13.603846153846153,2.4950335283703713,47.38461538461539,32.211639877375745,8.55,59.85,0.0,0.0,0.0,-121.316666,31.783333000000002
1952,3,090.0 090.0,14.42727272727273,1.8762680560575085,48.09090909090909,34.4222443935736,17.16,5.72,0.0,0.0,0.0,-121.991666,31.425
1952,3,090.0 100.0,16.19181818181818,1.2717218106316963,51.27272727272727,35.01168636067366,71.5,33.0,0.0,0.0,0.0,-122.65,31.116666
1952,3,093.3 030.0,12.362222222222222,3.0478218087312423,47.30555555555556,32.70545559072409,71.63,49.400000000000006,2.47,0.0,0.0,-117.38333300000001,32.841666
1952,3,093.3 035.0,,,,,54.74,151.34,3.22,0.0,0.0,,
1952,3,093.3 040.0,12.977647058823528,3.2058176840196184,51.05882352941177,33.236472460299964,59.2,76.96000000000001,0.0,0.0,0.0,-118.116666,32.483333
1952,3,093.3 045.0,,,,,21.18,84.72,0.0,0.0,0.0,,
1952,3,093.3 050.0,13.104571428571424,3.1095737771646856,46.77142857142857,32.33199627603092,16.86,53.39,8.43,0.0,0.0,-118.858333,32.058333000000005
1952,3,093.3 055.0,,,,,126.0,241.5,10.5,0.0,0.0,,
1952,3,093.3 060.0,13.083076923076923,1.6187463493672325,42.92307692307692,31.857656166301002,3.02,30.2,0.0,0.0,0.0,-119.566666,31.833333000000003
1952,3,093.3 070.0,15.599230769230767,0.9259721156570335,46.76923076923077,31.604730252906357,126.72,165.44,0.0,0.0,0.0,-120.241666,31.483333000000002
1952,3,093.3 080.0,14.782727272727271,1.4689730488275865,51.27272727272727,35.01168636067366,38.099999999999994,30.48,0.0,0.0,0.0,-120.9,31.166665999999996
1953,2,076.7 055.0,10.744545454545454,1.1715270240936888,47.90909090909091,33.21460864247428,21.299999999999997,17.04,0.0,0.0,0.0,-121.2,34.916666
1953,2,080.0 051.0,10.046190476190477,0.8192342533761399,26.333333333333332,22.111836950677198,63.580000000000005,69.36,0.0,2.89,0.0,-120.54166599999999,34.441666
1953,2,080.0 055.0,10.554,0.8512488563191226,44.9,31.460027548197303,218.16,54.54,0.0,0.0,0.0,-120.8,34.325
1953,2,080.0 060.0,11.515588235294118,1.413064992771668,44.970588235294116,32.821357878321045,104.16,114.08,0.0,0.0,0.0,-121.15,34.15
